,Name,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
274,Palmer,40,US,1589313099,25,42.16,-72.33,55.99,14.99
275,Hamilton,75,US,1589313060,36,39.18,-84.53,61.0,9.17
276,Hithadhoo,100,MV,1589313261,78,-0.6,73.08,84.13,11.3
277,Los Llanos de Aridane,20,ES,1589313261,73,28.66,-17.92,69.8,8.05
278,Lake Jackson,75,US,1589313198,58,29.03,-95.43,82.99,20.8
279,Krasnyy Chikoy,95,RU,1589313262,77,50.36,108.75,48.31,3.09
280,Tongliao,38,CN,1589313262,40,43.61,122.27,51.69,8.3
281,Ponta Delgada,20,PT,1589313262,59,37.73,-25.67,60.8,9.17
282,Barrow,1,US,1589313262,79,71.29,-156.79,21.2,27.51
283,Vicuña,90,CL,1589313262,67,-30.03,-70.71,59.0,2.24
284,Houma,1,US,1589313064,51,29.6,-90.72,82.99,16.11
285,Aden,0,YE,1589313097,61,12.78,45.04,89.47,0.89
286,Basqal,0,AZ,1589313263,87,40.76,48.39,50.0,2.24
287,Dubbo,87,AU,1589313263,93,-32.25,148.62,42.8,4.7
288,Divnomorskoye,15,RU,1589313264,68,44.5,38.14,60.35,11.14
289,Örnsköldsvik,61,SE,1589313264,64,63.29,18.72,37.4,6.93
290,Puerto Nariño,75,CO,1589313264,100,-3.77,-70.38,77.0,2.24
291,Sakakah,0,SA,1589313264,10,29.97,40.21,82.4,4.7
292,Bam,0,IR,1589313265,16,29.11,58.36,81.12,13.49
293,Viedma,11,AR,1589313069,34,-40.81,-63.0,62.31,12.57
294,Kayerkan,100,RU,1589313265,79,69.35,87.76,28.4,6.71
295,Joshīmath,100,IN,1589313266,39,30.57,79.57,53.2,3.53
296,São Filipe,84,CV,1589313266,78,14.9,-24.5,72.95,9.71
297,Gizo Government Station,81,SB,1589313266,80,-8.1,156.84,82.36,11.81
298,Khor,100,RU,1589313266,86,47.89,134.95,44.15,6.96
299,San Quintín,0,MX,1589313266,53,30.48,-115.95,70.14,19.24
300,Patacamaya,0,BO,1589313267,28,-17.23,-67.92,58.98,14.03
301,Kabo,7,CF,1589313267,66,7.7,18.63,78.85,3.98
302,Wajid,95,SO,1589313267,69,3.81,43.25,79.86,12.35
303,Skellefteå,33,SE,1589313267,69,64.75,20.95,37.4,4.7
304,Kavieng,100,PG,1589313268,85,-2.57,150.8,80.69,13.89
305,Asău,99,RO,1589313268,79,46.43,26.4,41.0,3.76
306,Iracoubo,100,GF,1589313268,89,5.48,-53.2,78.73,14.09
307,Vrangel',0,RU,1589313268,83,42.73,133.08,43.65,8.61
308,Geraldton,0,AU,1589313268,45,-28.77,114.6,64.4,12.75
309,Vestmannaeyjar,100,IS,1589313269,76,63.44,-20.27,42.4,10.94
310,Victoria Point,19,AU,1589313172,96,-27.58,153.3,61.0,7.14
311,Khandyga,83,RU,1589313269,86,62.67,135.6,36.64,5.14
312,Korla,0,CN,1589313269,28,41.76,86.15,68.99,10.6
313,Port Hawkesbury,75,CA,1589313270,87,45.62,-61.35,51.01,9.17
314,Lázaro Cárdenas,0,MX,1589313270,53,17.96,-102.2,85.44,10.16
315,Arrondissement de Bayonne,90,FR,1589313270,93,43.33,-1.42,55.4,5.82
316,Vikulovo,6,RU,1589313270,46,56.82,70.61,67.53,6.82
317,São Félix do Xingu,86,BR,1589313270,72,-6.64,-51.99,83.68,4.05
318,Santa Cruz de Barahona,87,DO,1589313271,54,18.21,-71.1,85.82,10.51
319,Along,79,IN,1589313271,88,28.17,94.77,64.58,0.89
320,Albury,75,AU,1589313092,100,-36.08,146.92,44.01,3.11
321,Sorong,100,ID,1589313271,79,-0.88,131.25,82.38,6.69
322,San Cristobal,40,VE,1589313272,50,7.77,-72.22,95.0,12.75
323,Ixtapa,5,MX,1589313272,65,20.7,-105.2,82.99,11.41
324,Chapais,20,CA,1589313272,90,49.78,-74.85,32.0,10.29
325,Conde,40,BR,1589313089,74,-7.26,-34.91,84.2,11.41
326,Santa Maria,90,BR,1589313272,93,-29.68,-53.81,66.2,9.17
327,Havre-St-Pierre,90,CA,1589313273,60,50.23,-63.6,41.0,5.82
328,Camacha,40,PT,1589313273,77,33.08,-16.33,64.4,18.34
329,Kendari,15,ID,1589313273,93,-3.94,122.5,75.29,2.91
330,Abatskiy,84,RU,1589313274,46,56.29,70.46,67.75,7.45
331,Kununurra,33,AU,1589313274,27,-15.77,128.73,73.4,6.93
332,Maumere,95,ID,1589313274,74,-8.62,122.21,78.89,4.25
333,Panama City,40,PA,1589312976,70,8.99,-79.52,89.6,3.36
334,Thompson,20,CA,1589313268,23,55.74,-97.86,50.0,16.11
335,Kumul,100,CN,1589313275,21,42.8,93.45,66.45,1.34
336,Zunyi,100,CN,1589313275,90,27.69,106.91,62.22,4.7
337,Cap-aux-Meules,90,CA,1589313275,93,47.38,-61.86,37.4,14.99
338,Mogadishu,79,SO,1589313043,82,2.04,45.34,81.86,16.73
339,Porosozero,88,RU,1589313276,85,62.72,32.73,34.84,4.43
340,Yar-Sale,93,RU,1589313276,98,66.83,70.83,35.29,6.44
341,Concepción del Uruguay,22,AR,1589313276,46,-32.48,-58.24,66.99,1.99
342,Ponta do Sol,40,PT,1589313276,52,32.67,-17.1,68.0,16.11
343,Pingliang,100,CN,1589313277,42,35.54,106.69,54.19,2.62
344,Ayagoz,0,KZ,1589313277,49,47.97,80.44,60.94,7.07
345,Salalah,0,OM,1589313277,79,17.02,54.09,86.0,4.7
346,Russell,1,US,1589313277,28,32.35,-85.2,77.0,6.93
347,Hongjiang,42,CN,1589313278,68,27.11,110.0,64.89,2.44
348,Hammerfest,75,NO,1589313278,92,70.66,23.68,28.4,21.92
349,Provideniya,100,RU,1589313278,79,64.38,-173.3,39.0,1.59
350,Port Keats,6,AU,1589313278,39,-14.25,129.55,71.74,11.63
351,Springbok,89,ZA,1589313279,72,-29.66,17.89,54.79,4.29
352,Moose Factory,1,CA,1589313279,40,51.26,-80.61,37.4,14.99
353,Biak,86,ID,1589313279,78,-0.91,122.88,78.78,5.84
354,Khovd,100,MN,1589313279,33,48.01,91.64,57.27,2.84
355,Batemans Bay,91,AU,1589313280,75,-35.72,150.18,46.99,4.12
356,Hasaki,40,JP,1589313280,93,35.73,140.83,64.99,2.24
357,Soligalich,100,RU,1589313280,91,59.08,42.29,58.98,9.78
358,Arlit,0,NE,1589313280,10,18.74,7.39,89.17,3.74
359,Santa Ana,75,US,1589313028,56,33.75,-117.87,73.0,6.93
360,Ust'-Ishim,0,RU,1589313281,56,57.69,71.17,66.76,4.05
361,Ostrovnoy,41,RU,1589313281,93,68.05,39.51,31.82,3.6
362,Vanimo,45,PG,1589313281,82,-2.67,141.3,78.53,2.64
363,Meulaboh,91,ID,1589313281,88,4.14,96.13,78.76,6.71
364,Faya,0,SA,1589313282,73,18.39,42.45,73.4,0.38
365,Saldanha,91,ZA,1589313282,77,-33.01,17.94,59.0,5.82
366,Coquimbo,90,CL,1589313282,67,-29.95,-71.34,59.0,2.24
367,Te Anau,0,NZ,1589313282,81,-45.42,167.72,36.32,0.89
368,Butembo,100,CD,1589313282,100,0.15,29.28,58.98,2.28
369,Sosnovo-Ozerskoye,77,RU,1589313283,67,52.52,111.54,41.9,9.31
370,Margate,32,GB,1589313283,53,51.38,1.39,50.0,3.0
371,Shanghai,82,CN,1589313272,40,31.22,121.46,68.0,8.95
372,Borogontsy,100,RU,1589313283,91,62.67,131.17,34.32,4.47
373,Pangkalanbuun,34,ID,1589313284,96,-2.68,111.62,76.06,1.66
374,Forsytheganj,0,BY,1589313284,81,52.63,29.73,36.36,10.0
375,Derazhnya,0,UA,1589313284,78,49.27,27.43,37.44,8.08
376,Praia,20,CV,1589313284,65,14.92,-23.51,77.0,20.8
377,Iralaya,75,HN,1589313285,94,15.0,-83.23,78.8,8.97
378,City of San Pedro,40,PH,1589313285,74,14.35,121.02,86.0,1.12
379,Makurdi,95,NG,1589313285,63,7.74,8.51,85.12,5.91
380,Ürümqi,100,CN,1589313285,33,43.8,87.6,71.6,8.95
381,Acarí,12,PE,1589313286,48,-15.43,-74.62,78.37,9.84
382,Wanning,20,CN,1589313286,90,18.8,110.4,78.78,4.63
383,Touros,20,BR,1589313286,70,-5.2,-35.46,86.0,11.41
384,Honningsvåg,90,NO,1589313286,86,70.98,25.97,30.2,26.4
385,Obo,33,CF,1589313287,88,5.4,26.49,72.01,3.89
386,Bac Lieu,93,VN,1589313287,78,9.29,105.72,83.35,9.73
387,Fortuna,75,US,1589313069,82,40.6,-124.16,60.01,9.17
388,Katherine,0,AU,1589313287,52,-14.47,132.27,64.4,6.93
389,Kimbe,100,PG,1589313288,90,-5.55,150.14,76.05,4.68
390,Lucea,40,JM,1589313288,62,18.45,-78.17,87.8,16.11
391,Samarai,55,PG,1589313288,77,-10.62,150.67,78.22,6.89
392,Lokosovo,1,RU,1589313288,66,61.13,74.82,64.76,2.33
393,Xingcheng,0,CN,1589313288,37,40.62,120.72,57.33,4.45
394,São José da Coroa Grande,0,BR,1589313289,79,-8.9,-35.15,79.83,9.1
395,Piopio,96,NZ,1589313289,86,-38.47,175.02,50.0,1.01
396,DeKalb County,1,US,1589313289,34,33.75,-84.23,73.99,3.36
397,Rio Grande,90,BR,1589313134,93,-32.03,-52.1,64.4,5.82
398,Broome,90,US,1589313290,28,42.25,-75.83,48.99,12.75
399,At-Bashi,14,KG,1589313290,47,41.17,75.81,51.73,1.5
400,Gurupi,1,BR,1589313290,71,-11.73,-49.07,82.26,4.94
401,Departamento de Maldonado,20,UY,1589313290,67,-34.67,-54.92,64.0,6.93
402,Semme,90,FR,1589313291,76,46.2,1.5,52.0,12.75
403,Danané,100,CI,1589313291,71,7.26,-8.15,78.82,1.95
404,Karratha,0,AU,1589313291,31,-20.74,116.85,72.7,12.75
405,Krasnoshchekovo,97,RU,1589313291,51,51.67,82.73,61.5,2.26
406,Ekenäs,1,FI,1589313292,71,59.97,23.43,41.0,3.67
407,Brejo da Madre de Deus,21,BR,1589313292,86,-8.15,-36.37,72.55,10.49
408,Dinslaken,5,DE,1589313292,67,51.57,6.73,51.01,4.23
409,Catalina Foothills,0,US,1589313292,12,32.3,-110.92,90.0,5.01
410,Hastings,72,GB,1589313050,60,50.86,0.57,48.99,4.88
411,Hanna,49,CA,1589313293,26,51.63,-111.9,52.0,10.0
412,Arrondissement du Havre,100,FR,1589313293,75,49.58,0.33,46.4,9.17
413,Golden,83,US,1589313293,53,39.76,-105.22,71.01,1.01
414,Lodja,100,CD,1589313294,81,-3.48,23.43,73.99,1.77
415,Kajaani,0,FI,1589313294,59,64.23,27.73,35.6,6.93
416,Port Moresby,40,PG,1589313294,78,-9.44,147.18,77.0,16.11
417,Maragogi,0,BR,1589313207,81,-9.01,-35.22,79.11,8.81
418,Yangi Marg`ilon,20,UZ,1589313295,64,40.43,71.72,68.0,4.7
419,Severo-Yeniseyskiy,100,RU,1589313295,77,60.37,93.04,38.05,8.08
420,Ambon City,40,ID,1589313295,94,-3.7,128.18,78.8,5.82
421,Umluj,70,SA,1589313295,45,25.02,37.27,81.05,7.61
422,Katsuura,100,JP,1589313296,93,35.13,140.3,68.0,4.0
423,Pecos,1,US,1589313296,15,31.42,-103.49,91.4,9.17
424,São João da Barra,20,BR,1589313296,54,-21.64,-41.05,78.8,13.87
425,Envira,100,BR,1589313296,92,-7.3,-70.22,79.39,4.74
426,Vamvakoú,0,GR,1589313297,23,39.33,22.42,78.8,9.17
427,Mount Isa,23,AU,1589313297,29,-20.73,139.5,60.8,8.05
428,Caculé,14,BR,1589313297,68,-14.5,-42.22,74.44,6.15
429,São Francisco de Assis,100,BR,1589313297,96,-29.55,-55.13,65.93,8.93
430,Lakeland Highlands,5,US,1589313298,32,27.96,-81.95,88.0,9.17
431,Agua Verde,20,MX,1589313298,25,22.9,-106.05,89.6,6.93
432,Holme,10,DK,1589313298,60,56.11,10.17,42.8,11.41
433,Buraidah,54,SA,1589313298,22,26.33,43.98,87.8,11.41
434,Grand Gaube,64,MU,1589313299,69,-20.01,57.66,71.01,3.0
435,Rumphi,98,MW,1589313299,81,-11.02,33.86,62.73,2.62
436,Sambava,95,MG,1589313299,85,-14.27,50.17,75.29,10.58
437,Manali,40,IN,1589313299,74,13.17,80.27,84.2,5.82
438,Neuquén,0,AR,1589313300,31,-38.95,-68.06,60.8,13.87
439,Kavaratti,100,IN,1589313300,74,10.57,72.64,85.59,5.44
440,Oyotún,3,PE,1589313300,54,-6.85,-79.3,80.6,17.22
441,Dodola,4,ET,1589313301,79,6.98,39.18,52.81,3.91
442,Oranjemund,88,NA,1589313301,91,-28.55,16.43,58.59,7.09
443,Zaymishche,99,RU,1589313301,79,52.73,32.23,37.26,19.39
444,Poum,0,NC,1589313302,62,-20.23,164.02,73.2,16.6
445,Emerald,25,AU,1589313302,87,-23.53,148.17,55.4,5.82
446,Bindura,15,ZW,1589313302,47,-17.3,31.33,59.2,3.22
447,Sinnamary,100,GF,1589313302,89,5.38,-52.95,79.12,13.82
448,Ayan,100,RU,1589313303,98,56.45,138.17,33.62,14.52
449,Bambanglipuro,52,ID,1589313303,84,-7.95,110.28,77.83,8.66
450,Ugoofaaru,29,MV,1589313303,70,5.67,73.0,85.17,3.18
451,Constitución,0,CL,1589313303,52,-35.33,-72.42,60.03,15.35
452,Vila Franca do Campo,20,PT,1589313304,59,37.72,-25.43,60.8,9.17
453,Baykit,17,RU,1589313304,81,61.67,96.37,36.84,4.97
454,Bereda,100,ES,1589313304,99,43.27,-7.54,54.0,5.01
455,Manavālakurichi,75,IN,1589313304,94,8.13,77.3,78.8,3.36
456,Aklavik,90,CA,1589313304,86,68.22,-135.01,28.4,6.93
457,Ruska Poliana,19,UA,1589313305,69,49.42,31.92,41.47,15.01
458,Ritchie,90,ZA,1589313305,71,-29.04,24.6,51.8,3.36
459,Calabozo,74,VE,1589313305,34,8.92,-67.43,97.29,5.19
460,Oistins,20,BB,1589313305,66,13.07,-59.53,84.2,24.16
461,Morris,20,US,1589313098,26,40.83,-74.53,60.01,12.75
462,Fort Nelson,75,CA,1589313306,29,58.81,-122.7,60.8,6.93
463,Carballo,100,ES,1589313306,76,43.21,-8.69,57.99,3.49
464,Saint Anthony,1,US,1589313306,22,45.02,-93.22,57.99,6.93
465,Casablanca,40,MA,1589313225,68,33.59,-7.62,66.2,11.41
466,Buala,86,SB,1589313307,82,-8.14,159.59,81.12,5.97
467,Leer,86,SS,1589313307,55,8.3,30.14,84.45,5.19
468,Leh,100,IN,1589313307,54,34.17,77.58,42.62,2.48
469,Nelidovo,100,RU,1589313307,98,56.22,32.78,31.89,17.31
470,Labuhan,86,ID,1589313307,87,-6.88,112.21,78.4,7.61
471,Matiguás,80,NI,1589313308,65,12.84,-85.46,85.51,8.59
472,Adelaide,0,AU,1589313282,100,-34.93,138.6,48.0,1.12
473,Okhotsk,100,RU,1589313308,95,59.38,143.3,34.59,28.57
474,Kemin,79,KG,1589313308,53,42.78,75.69,58.75,4.79
475,Jackson,90,US,1589313281,76,42.42,-122.83,55.4,12.75
476,Dicabisagan,28,PH,1589313309,82,17.08,122.42,78.71,3.11
477,Sur,0,OM,1589313309,62,22.57,59.53,88.07,11.25
478,Agadez,0,NE,1589313309,12,19.75,10.25,84.9,5.19
479,Cortland,75,US,1589313309,33,42.6,-76.08,46.0,11.41
480,Pitimbu,40,BR,1589313310,74,-7.47,-34.81,84.2,11.41
481,Aswān,62,EG,1589313310,12,24.09,32.91,88.12,10.47
482,Øksfjord,100,NO,1589313310,64,70.24,22.35,33.8,12.75
483,Imbituba,100,BR,1589313311,73,-28.24,-48.67,73.4,11.41
484,Sotnikovo,20,RU,1589313311,45,51.88,107.48,62.6,8.95
485,Banjar,78,ID,1589313311,77,-8.19,114.97,77.4,2.89
486,Mandalgovi,3,MN,1589313311,43,45.76,106.27,51.62,2.8
487,Panabá,54,MX,1589313311,67,21.28,-88.27,85.53,12.24
488,Oktyabr'skiy,100,RU,1589313312,89,54.48,53.47,49.48,6.31
489,Hinton,40,CA,1589313111,45,53.4,-117.59,50.41,6.53
490,Randers,21,DK,1589313312,70,56.47,10.05,43.0,10.0
491,Tahoua,100,NE,1589313312,20,14.89,5.27,95.74,8.79
492,Lysyye Gory,100,RU,1589313313,74,51.55,44.84,56.55,8.88
493,Mersing,100,MY,1589313313,94,2.43,103.84,77.0,3.36
494,Hailun,0,CN,1589313313,65,47.45,126.93,41.4,5.44
495,Nome,90,US,1589313313,93,64.5,-165.41,43.0,14.99
496,Carauari,90,BR,1589313314,72,-4.88,-66.9,85.53,3.04
497,Cartagena del Chairá,99,CO,1589313314,92,1.33,-74.84,81.39,3.11
498,Bealanana,21,MG,1589313314,93,-14.55,48.73,59.52,2.64
499,Richmond,75,US,1589313216,36,37.55,-77.46,64.99,10.29
500,Sistranda,75,NO,1589313315,76,63.73,8.83,33.8,3.36
501,Ambilobe,59,MG,1589313315,81,-13.2,49.05,72.54,3.74
502,Vila Velha,0,BR,1589313123,65,-20.33,-40.29,78.8,12.75
503,Florø,40,NO,1589313315,69,61.6,5.03,39.2,17.22
504,Morong,40,PH,1589313316,74,14.51,121.24,86.0,1.12
505,Sierpc,78,PL,1589313316,78,52.86,19.67,40.98,8.88
506,Mercedes,0,AR,1589313316,53,-34.65,-59.43,69.01,4.27
507,Praia,20,CV,1589313316,65,14.92,-23.51,77.0,20.8
508,Terenos,75,BR,1589313316,88,-20.44,-54.86,71.6,6.93
509,Mayo,20,US,1589313317,44,38.89,-76.51,62.01,12.75
510,Ulaanbaatar,88,MN,1589313317,60,47.91,106.88,47.89,0.65
511,São Paulo de Olivença,92,BR,1589313317,79,-3.38,-68.87,83.25,1.9
512,Yerbogachën,57,RU,1589313317,92,61.28,108.01,27.99,8.55
513,Port Blair,100,IN,1589313167,78,11.67,92.75,83.93,9.91
514,Lagoa,63,PT,1589313318,73,39.05,-27.98,59.97,25.66
515,Thinadhoo,100,MV,1589313318,77,0.53,72.93,84.43,9.01
516,Osypenko,44,UA,1589313318,100,46.91,36.83,60.01,10.0
517,Aksu,97,CN,1589313319,30,41.12,80.26,69.17,4.88
518,Laguna,40,US,1589313319,59,38.42,-121.42,69.01,10.29
519,Saint-Leu,90,RE,1589313319,68,-21.15,55.28,69.8,3.36
520,Saint-Pierre,90,RE,1589313319,68,-21.34,55.48,69.8,3.36
521,Qingdao,0,CN,1589313120,58,36.1,120.37,60.01,6.71
522,Tiznit Province,87,MA,1589313320,79,29.58,-9.5,58.95,15.12
523,Andenes,100,NO,1589313320,74,69.31,16.12,33.8,19.46
524,Longkou,0,CN,1589313320,46,37.65,120.33,57.24,12.41
525,Lakes Entrance,16,AU,1589313320,75,-37.88,147.98,46.99,8.88
526,Nantucket,1,US,1589313321,54,41.28,-70.1,55.99,25.28
527,Linfen,73,CN,1589313321,29,36.09,111.52,64.98,0.85
528,Kigali,15,RW,1589313321,95,-1.95,30.06,61.03,1.9
529,Alice Springs,0,AU,1589313321,38,-23.7,133.88,42.8,3.36
530,Manggar,26,ID,1589313321,83,-2.88,108.27,83.1,11.01
531,Douglas,90,US,1589313160,30,41.3,-96.17,60.01,9.17
532,Tibati,44,CM,1589313322,83,6.47,12.63,70.99,3.62
533,Labytnangi,59,RU,1589313322,96,66.66,66.42,37.58,1.36
534,Taoudenni,0,ML,1589313195,12,22.68,-3.98,95.2,10.31
535,Port Hardy,75,CA,1589313322,71,50.7,-127.42,57.2,3.36
536,Solnechnyy,100,RU,1589313323,90,50.72,136.63,45.91,3.83
537,North Bend,90,US,1589313323,87,43.41,-124.22,55.99,13.87
538,Kisi,89,NG,1589313323,51,9.08,3.85,83.82,4.25
539,San Luis,58,AR,1589313323,34,-33.3,-66.34,67.1,7.36
540,Zigong,100,CN,1589313324,80,29.34,104.78,64.67,5.19
541,Porto Seguro,75,BR,1589313151,83,-16.45,-39.06,75.2,5.82
542,Nhulunbuy,40,AU,1589313324,88,-12.23,136.77,77.0,5.82
543,Barberino di Mugello,100,IT,1589313324,90,44.0,11.24,59.0,5.28
544,Umm Kaddadah,85,SD,1589313324,10,13.6,26.69,92.32,12.01
